Algorithm	N	Threshold	TR	Filter	Percentage
GGTyper	4	404	1	Quality	0.010526315789473684
GGTyper	4	406	1	Quality	0.010526315789473684
GGTyper	3	408	1	Quality	0.007894736842105263
GGTyper	3	410	1	Quality	0.007894736842105263
GGTyper	3	412	1	Quality	0.007894736842105263
GGTyper	3	414	1	Quality	0.007894736842105263
GGTyper	3	416	1	Quality	0.007894736842105263
GGTyper	3	418	1	Quality	0.007894736842105263
GGTyper	3	420	1	Quality	0.007894736842105263
GGTyper	3	422	1	Quality	0.007894736842105263
GGTyper	3	424	1	Quality	0.007894736842105263
GGTyper	3	426	1	Quality	0.007894736842105263
GGTyper	3	428	1	Quality	0.007894736842105263
GGTyper	3	430	1	Quality	0.007894736842105263
GGTyper	3	432	1	Quality	0.007894736842105263
GGTyper	3	434	1	Quality	0.007894736842105263
GGTyper	3	436	1	Quality	0.007894736842105263
GGTyper	3	438	1	Quality	0.007894736842105263
GGTyper	3	440	1	Quality	0.007894736842105263
GGTyper	3	442	1	Quality	0.007894736842105263
GGTyper	3	444	1	Quality	0.007894736842105263
GGTyper	3	446	1	Quality	0.007894736842105263
GGTyper	3	448	1	Quality	0.007894736842105263
GGTyper	3	450	1	Quality	0.007894736842105263
GGTyper	3	452	1	Quality	0.007894736842105263
GGTyper	3	454	1	Quality	0.007894736842105263
GGTyper	2	456	1	Quality	0.005263157894736842
GGTyper	2	458	1	Quality	0.005263157894736842
GGTyper	2	460	1	Quality	0.005263157894736842
GGTyper	2	462	1	Quality	0.005263157894736842
GGTyper	1	464	1	Quality	0.002631578947368421
GGTyper	1	466	1	Quality	0.002631578947368421
GGTyper	1	468	1	Quality	0.002631578947368421
GGTyper	1	470	1	Quality	0.002631578947368421
GGTyper	1	472	1	Quality	0.002631578947368421
GGTyper	1	474	1	Quality	0.002631578947368421
GGTyper	1	476	1	Quality	0.002631578947368421
GGTyper	1	478	1	Quality	0.002631578947368421
GGTyper	1	480	1	Quality	0.002631578947368421
GGTyper	1	482	1	Quality	0.002631578947368421
GGTyper	1	484	1	Quality	0.002631578947368421
GGTyper	1	486	1	Quality	0.002631578947368421
GGTyper	1	488	1	Quality	0.002631578947368421
GGTyper	1	490	1	Quality	0.002631578947368421
GGTyper	1	492	1	Quality	0.002631578947368421
GGTyper	1	494	1	Quality	0.002631578947368421
GGTyper	1	496	1	Quality	0.002631578947368421
GGTyper	1	498	1	Quality	0.002631578947368421
GGTyper	1	500	1	Quality	0.002631578947368421
GGTyper	1	502	1	Quality	0.002631578947368421
GGTyper	1	504	1	Quality	0.002631578947368421
GGTyper	1	506	1	Quality	0.002631578947368421
GGTyper	1	508	1	Quality	0.002631578947368421
GGTyper	1	510	1	Quality	0.002631578947368421
GGTyper	1	512	1	Quality	0.002631578947368421
GGTyper	1	514	1	Quality	0.002631578947368421
GGTyper	1	516	1	Quality	0.002631578947368421
GGTyper	1	518	1	Quality	0.002631578947368421
GGTyper	1	520	1	Quality	0.002631578947368421
GGTyper	1	522	1	Quality	0.002631578947368421
GGTyper	1	524	1	Quality	0.002631578947368421
GGTyper	1	526	1	Quality	0.002631578947368421
GGTyper	1	528	1	Quality	0.002631578947368421
GGTyper	1	530	1	Quality	0.002631578947368421
GGTyper	1	532	1	Quality	0.002631578947368421
GGTyper	1	534	1	Quality	0.002631578947368421
GGTyper	1	536	1	Quality	0.002631578947368421
GGTyper	1	538	1	Quality	0.002631578947368421
GGTyper	1	540	1	Quality	0.002631578947368421
GGTyper	1	542	1	Quality	0.002631578947368421
GGTyper	1	544	1	Quality	0.002631578947368421
GGTyper	1	546	1	Quality	0.002631578947368421
GGTyper	1	548	1	Quality	0.002631578947368421
GGTyper	1	550	1	Quality	0.002631578947368421
GGTyper	1	552	1	Quality	0.002631578947368421
GGTyper	1	554	1	Quality	0.002631578947368421
GGTyper	1	556	1	Quality	0.002631578947368421
GGTyper	1	558	1	Quality	0.002631578947368421
GGTyper	1	560	1	Quality	0.002631578947368421
GGTyper	1	562	1	Quality	0.002631578947368421
GGTyper	1	564	1	Quality	0.002631578947368421
GGTyper	1	566	1	Quality	0.002631578947368421
GGTyper	1	568	1	Quality	0.002631578947368421
GGTyper	1	570	1	Quality	0.002631578947368421
GGTyper	1	572	1	Quality	0.002631578947368421
GGTyper	1	574	1	Quality	0.002631578947368421
GGTyper	1	576	1	Quality	0.002631578947368421
GGTyper	1	578	1	Quality	0.002631578947368421
GGTyper	1	580	1	Quality	0.002631578947368421
GGTyper	1	582	1	Quality	0.002631578947368421
GGTyper	1	584	1	Quality	0.002631578947368421
GGTyper	1	586	1	Quality	0.002631578947368421
GGTyper	1	588	1	Quality	0.002631578947368421
GGTyper	1	590	1	Quality	0.002631578947368421
GGTyper	1	592	1	Quality	0.002631578947368421
GGTyper	1	594	1	Quality	0.002631578947368421
GGTyper	1	596	1	Quality	0.002631578947368421
GGTyper	1	598	1	Quality	0.002631578947368421
GGTyper	1	600	1	Quality	0.002631578947368421
GGTyper	1	602	1	Quality	0.002631578947368421
GGTyper	1	604	1	Quality	0.002631578947368421
GGTyper	1	606	1	Quality	0.002631578947368421
GGTyper	1	608	1	Quality	0.002631578947368421
GGTyper	1	610	1	Quality	0.002631578947368421
GGTyper	1	612	1	Quality	0.002631578947368421
GGTyper	1	614	1	Quality	0.002631578947368421
GGTyper	1	616	1	Quality	0.002631578947368421
GGTyper	1	618	1	Quality	0.002631578947368421
GGTyper	1	620	1	Quality	0.002631578947368421
GGTyper	1	622	1	Quality	0.002631578947368421
GGTyper	1	624	1	Quality	0.002631578947368421
GGTyper	1	626	1	Quality	0.002631578947368421
GGTyper	1	628	1	Quality	0.002631578947368421
GGTyper	1	630	1	Quality	0.002631578947368421
GGTyper	1	632	1	Quality	0.002631578947368421
GGTyper	1	634	1	Quality	0.002631578947368421
GGTyper	1	636	1	Quality	0.002631578947368421
GGTyper	1	638	1	Quality	0.002631578947368421
GGTyper	1	640	1	Quality	0.002631578947368421
GGTyper	1	642	1	Quality	0.002631578947368421
GGTyper	1	644	1	Quality	0.002631578947368421
GGTyper	1	646	1	Quality	0.002631578947368421
GGTyper	1	648	1	Quality	0.002631578947368421
GGTyper	1	650	1	Quality	0.002631578947368421
GGTyper	1	652	1	Quality	0.002631578947368421
GGTyper	1	654	1	Quality	0.002631578947368421
GGTyper	1	656	1	Quality	0.002631578947368421
GGTyper	1	658	1	Quality	0.002631578947368421
GGTyper	1	660	1	Quality	0.002631578947368421
GGTyper	1	662	1	Quality	0.002631578947368421
GGTyper	1	664	1	Quality	0.002631578947368421
GGTyper	1	666	1	Quality	0.002631578947368421
GGTyper	1	668	1	Quality	0.002631578947368421
GGTyper	1	670	1	Quality	0.002631578947368421
GGTyper	1	672	1	Quality	0.002631578947368421
GGTyper	1	674	1	Quality	0.002631578947368421
GGTyper	1	676	1	Quality	0.002631578947368421
GGTyper	1	678	1	Quality	0.002631578947368421
GGTyper	1	680	1	Quality	0.002631578947368421
GGTyper	1	682	1	Quality	0.002631578947368421
GGTyper	1	684	1	Quality	0.002631578947368421
GGTyper	1	686	1	Quality	0.002631578947368421
GGTyper	1	688	1	Quality	0.002631578947368421
GGTyper	1	690	1	Quality	0.002631578947368421
GGTyper	1	692	1	Quality	0.002631578947368421
GGTyper	1	694	1	Quality	0.002631578947368421
GGTyper	1	696	1	Quality	0.002631578947368421
GGTyper	1	698	1	Quality	0.002631578947368421
GGTyper	1	700	1	Quality	0.002631578947368421
GGTyper	1	702	1	Quality	0.002631578947368421
GGTyper	1	704	1	Quality	0.002631578947368421
GGTyper	1	706	1	Quality	0.002631578947368421
GGTyper	1	708	1	Quality	0.002631578947368421
GGTyper	1	710	1	Quality	0.002631578947368421
GGTyper	1	712	1	Quality	0.002631578947368421
GGTyper	1	714	1	Quality	0.002631578947368421
GGTyper	1	716	1	Quality	0.002631578947368421
GGTyper	1	718	1	Quality	0.002631578947368421
GGTyper	1	720	1	Quality	0.002631578947368421
GGTyper	1	722	1	Quality	0.002631578947368421
GGTyper	1	724	1	Quality	0.002631578947368421
GGTyper	1	726	1	Quality	0.002631578947368421
GGTyper	1	728	1	Quality	0.002631578947368421
GGTyper	1	730	1	Quality	0.002631578947368421
GGTyper	1	732	1	Quality	0.002631578947368421
GGTyper	1	734	1	Quality	0.002631578947368421
GGTyper	1	736	1	Quality	0.002631578947368421
GGTyper	1	738	1	Quality	0.002631578947368421
GGTyper	1	740	1	Quality	0.002631578947368421
GGTyper	1	742	1	Quality	0.002631578947368421
GGTyper	1	744	1	Quality	0.002631578947368421
GGTyper	1	746	1	Quality	0.002631578947368421
GGTyper	1	748	1	Quality	0.002631578947368421
GGTyper	1	750	1	Quality	0.002631578947368421
GGTyper	1	752	1	Quality	0.002631578947368421
GGTyper	1	754	1	Quality	0.002631578947368421
GGTyper	1	756	1	Quality	0.002631578947368421
GGTyper	1	758	1	Quality	0.002631578947368421
GGTyper	1	760	1	Quality	0.002631578947368421
GGTyper	1	762	1	Quality	0.002631578947368421
GGTyper	1	764	1	Quality	0.002631578947368421
GGTyper	1	766	1	Quality	0.002631578947368421
GGTyper	1	768	1	Quality	0.002631578947368421
GGTyper	1	770	1	Quality	0.002631578947368421
GGTyper	1	772	1	Quality	0.002631578947368421
GGTyper	1	774	1	Quality	0.002631578947368421
GGTyper	1	776	1	Quality	0.002631578947368421
GGTyper	1	778	1	Quality	0.002631578947368421
GGTyper	1	780	1	Quality	0.002631578947368421
GGTyper	1	782	1	Quality	0.002631578947368421
GGTyper	1	784	1	Quality	0.002631578947368421
GGTyper	1	786	1	Quality	0.002631578947368421
GGTyper	1	788	1	Quality	0.002631578947368421
GGTyper	1	790	1	Quality	0.002631578947368421
GGTyper	1	792	1	Quality	0.002631578947368421
GGTyper	1	794	1	Quality	0.002631578947368421
GGTyper	1	796	1	Quality	0.002631578947368421
GGTyper	1	798	1	Quality	0.002631578947368421
GGTyper	1	800	1	Quality	0.002631578947368421
GGTyper	1	802	1	Quality	0.002631578947368421
GGTyper	1	804	1	Quality	0.002631578947368421
GGTyper	1	806	1	Quality	0.002631578947368421
GGTyper	1	808	1	Quality	0.002631578947368421
GGTyper	1	810	1	Quality	0.002631578947368421
GGTyper	1	812	1	Quality	0.002631578947368421
GGTyper	1	814	1	Quality	0.002631578947368421
GGTyper	1	816	1	Quality	0.002631578947368421
GGTyper	1	818	1	Quality	0.002631578947368421
GGTyper	1	820	1	Quality	0.002631578947368421
GGTyper	1	822	1	Quality	0.002631578947368421
GGTyper	1	824	1	Quality	0.002631578947368421
GGTyper	1	826	1	Quality	0.002631578947368421
GGTyper	1	828	1	Quality	0.002631578947368421
GGTyper	1	830	1	Quality	0.002631578947368421
GGTyper	1	832	1	Quality	0.002631578947368421
GGTyper	1	834	1	Quality	0.002631578947368421
GGTyper	1	836	1	Quality	0.002631578947368421
GGTyper	1	838	1	Quality	0.002631578947368421
GGTyper	1	840	1	Quality	0.002631578947368421
GGTyper	1	842	1	Quality	0.002631578947368421
GGTyper	1	844	1	Quality	0.002631578947368421
GGTyper	1	846	1	Quality	0.002631578947368421
GGTyper	1	848	1	Quality	0.002631578947368421
GGTyper	1	850	1	Quality	0.002631578947368421
GGTyper	1	852	1	Quality	0.002631578947368421
GGTyper	1	854	1	Quality	0.002631578947368421
GGTyper	1	856	1	Quality	0.002631578947368421
GGTyper	1	858	1	Quality	0.002631578947368421
GGTyper	1	860	1	Quality	0.002631578947368421
GGTyper	1	862	1	Quality	0.002631578947368421
GGTyper	1	864	1	Quality	0.002631578947368421
GGTyper	1	866	1	Quality	0.002631578947368421
GGTyper	1	868	1	Quality	0.002631578947368421
GGTyper	1	870	1	Quality	0.002631578947368421
GGTyper	1	872	1	Quality	0.002631578947368421
GGTyper	1	874	1	Quality	0.002631578947368421
GGTyper	1	876	1	Quality	0.002631578947368421
GGTyper	1	878	1	Quality	0.002631578947368421
GGTyper	1	880	1	Quality	0.002631578947368421
GGTyper	1	882	1	Quality	0.002631578947368421
GGTyper	1	884	1	Quality	0.002631578947368421
GGTyper	1	886	1	Quality	0.002631578947368421
GGTyper	1	888	1	Quality	0.002631578947368421
GGTyper	1	890	1	Quality	0.002631578947368421
GGTyper	1	892	1	Quality	0.002631578947368421
GGTyper	1	894	1	Quality	0.002631578947368421
GGTyper	1	896	1	Quality	0.002631578947368421
GGTyper	1	898	1	Quality	0.002631578947368421
GGTyper	1	900	1	Quality	0.002631578947368421
GGTyper	1	902	1	Quality	0.002631578947368421
GGTyper	1	904	1	Quality	0.002631578947368421
GGTyper	1	906	1	Quality	0.002631578947368421
GGTyper	1	908	1	Quality	0.002631578947368421
GGTyper	1	910	1	Quality	0.002631578947368421
GGTyper	1	912	1	Quality	0.002631578947368421
GGTyper	1	914	1	Quality	0.002631578947368421
GGTyper	1	916	1	Quality	0.002631578947368421
GGTyper	1	918	1	Quality	0.002631578947368421
GGTyper	1	920	1	Quality	0.002631578947368421
GGTyper	1	922	1	Quality	0.002631578947368421
GGTyper	1	924	1	Quality	0.002631578947368421
GGTyper	1	926	1	Quality	0.002631578947368421
GGTyper	1	928	1	Quality	0.002631578947368421
GGTyper	1	930	1	Quality	0.002631578947368421
GGTyper	1	932	1	Quality	0.002631578947368421
GGTyper	1	934	1	Quality	0.002631578947368421
GGTyper	1	936	1	Quality	0.002631578947368421
GGTyper	1	938	1	Quality	0.002631578947368421
GGTyper	1	940	1	Quality	0.002631578947368421
GGTyper	1	942	1	Quality	0.002631578947368421
GGTyper	1	944	1	Quality	0.002631578947368421
GGTyper	1	946	1	Quality	0.002631578947368421
GGTyper	1	948	1	Quality	0.002631578947368421
GGTyper	1	950	1	Quality	0.002631578947368421
GGTyper	1	952	1	Quality	0.002631578947368421
GGTyper	1	954	1	Quality	0.002631578947368421
GGTyper	1	956	1	Quality	0.002631578947368421
GGTyper	1	958	1	Quality	0.002631578947368421
GGTyper	1	960	1	Quality	0.002631578947368421
GGTyper	1	962	1	Quality	0.002631578947368421
GGTyper	1	964	1	Quality	0.002631578947368421
GGTyper	1	966	1	Quality	0.002631578947368421
GGTyper	1	968	1	Quality	0.002631578947368421
GGTyper	1	970	1	Quality	0.002631578947368421
GGTyper	1	972	1	Quality	0.002631578947368421
GGTyper	1	974	1	Quality	0.002631578947368421
GGTyper	1	976	1	Quality	0.002631578947368421
GGTyper	1	978	1	Quality	0.002631578947368421
GGTyper	1	980	1	Quality	0.002631578947368421
GGTyper	1	982	1	Quality	0.002631578947368421
GGTyper	1	984	1	Quality	0.002631578947368421
GGTyper	1	986	1	Quality	0.002631578947368421
GGTyper	1	988	1	Quality	0.002631578947368421
GGTyper	1	990	1	Quality	0.002631578947368421
GGTyper	1	992	1	Quality	0.002631578947368421
GGTyper	1	994	1	Quality	0.002631578947368421
GGTyper	1	996	1	Quality	0.002631578947368421
GGTyper	1	998	1	Quality	0.002631578947368421
GGTyper	1	1000	1	Quality	0.002631578947368421
GGTyper	1	1002	1	Quality	0.002631578947368421
GGTyper	1	1004	1	Quality	0.002631578947368421
GGTyper	1	1006	1	Quality	0.002631578947368421
GGTyper	1	1008	1	Quality	0.002631578947368421
GGTyper	1	1010	1	Quality	0.002631578947368421
GGTyper	1	1012	1	Quality	0.002631578947368421
GGTyper	1	1014	1	Quality	0.002631578947368421
GGTyper	1	1016	1	Quality	0.002631578947368421
GGTyper	1	1018	1	Quality	0.002631578947368421
GGTyper	1	1020	1	Quality	0.002631578947368421
GGTyper	1	1022	1	Quality	0.002631578947368421
GGTyper	1	1024	1	Quality	0.002631578947368421
GGTyper	1	1026	1	Quality	0.002631578947368421
GGTyper	1	1028	1	Quality	0.002631578947368421
GGTyper	1	1030	1	Quality	0.002631578947368421
GGTyper	1	1032	1	Quality	0.002631578947368421
GGTyper	1	1034	1	Quality	0.002631578947368421
GGTyper	1	1036	1	Quality	0.002631578947368421
GGTyper	1	1038	1	Quality	0.002631578947368421
GGTyper	1	1040	1	Quality	0.002631578947368421
GGTyper	1	1042	1	Quality	0.002631578947368421
GGTyper	1	1044	1	Quality	0.002631578947368421
GGTyper	1	1046	1	Quality	0.002631578947368421
GGTyper	1	1048	1	Quality	0.002631578947368421
GGTyper	1	1050	1	Quality	0.002631578947368421
GGTyper	1	1052	1	Quality	0.002631578947368421
GGTyper	1	1054	1	Quality	0.002631578947368421
GGTyper	1	1056	1	Quality	0.002631578947368421
GGTyper	1	1058	1	Quality	0.002631578947368421
GGTyper	1	1060	1	Quality	0.002631578947368421
GGTyper	1	1062	1	Quality	0.002631578947368421
GGTyper	1	1064	1	Quality	0.002631578947368421
GGTyper	1	1066	1	Quality	0.002631578947368421
GGTyper	1	1068	1	Quality	0.002631578947368421
GGTyper	1	1070	1	Quality	0.002631578947368421
GGTyper	1	1072	1	Quality	0.002631578947368421
GGTyper	1	1074	1	Quality	0.002631578947368421
GGTyper	1	1076	1	Quality	0.002631578947368421
GGTyper	1	1078	1	Quality	0.002631578947368421
GGTyper	1	1080	1	Quality	0.002631578947368421
GGTyper	1	1082	1	Quality	0.002631578947368421
GGTyper	1	1084	1	Quality	0.002631578947368421
GGTyper	1	1086	1	Quality	0.002631578947368421
GGTyper	1	1088	1	Quality	0.002631578947368421
GGTyper	1	1090	1	Quality	0.002631578947368421
GGTyper	1	1092	1	Quality	0.002631578947368421
GGTyper	1	1094	1	Quality	0.002631578947368421
GGTyper	1	1096	1	Quality	0.002631578947368421
GGTyper	380	0.4969	0.5105263157894737	Certainty	1
GGTyper	379	0.5156	0.5092348284960422	Certainty	0.9973684210526316
GGTyper	378	0.5352	0.5079365079365079	Certainty	0.9947368421052631
GGTyper	377	0.5402	0.5092838196286472	Certainty	0.9921052631578947
GGTyper	376	0.5749	0.5079787234042553	Certainty	0.9894736842105263
GGTyper	375	0.699	0.5066666666666667	Certainty	0.9868421052631579
GGTyper	374	0.7084	0.5053475935828877	Certainty	0.9842105263157894
GGTyper	373	0.7219	0.5067024128686327	Certainty	0.9815789473684211
GGTyper	372	0.7491	0.5053763440860215	Certainty	0.9789473684210527
GGTyper	371	0.8164	0.5040431266846361	Certainty	0.9763157894736842
GGTyper	370	0.8299	0.5054054054054054	Certainty	0.9736842105263158
GGTyper	369	0.8527	0.5040650406504065	Certainty	0.9710526315789474
GGTyper	368	0.8575	0.5027173913043478	Certainty	0.968421052631579
GGTyper	367	0.8697	0.5040871934604905	Certainty	0.9657894736842105
GGTyper	366	0.9162	0.505464480874317	Certainty	0.9631578947368421
GGTyper	365	0.9352	0.5041095890410959	Certainty	0.9605263157894737
GGTyper	364	0.956	0.5054945054945055	Certainty	0.9578947368421052
GGTyper	363	0.9663	0.5041322314049587	Certainty	0.9552631578947368
GGTyper	362	0.973	0.505524861878453	Certainty	0.9526315789473684
GGTyper	361	0.9813	0.5069252077562327	Certainty	0.95
GGTyper	360	0.9835	0.5083333333333333	Certainty	0.9473684210526315
GGTyper	359	0.9872	0.5097493036211699	Certainty	0.9447368421052632
GGTyper	358	0.98740000000000006	0.5083798882681564	Certainty	0.9421052631578948
GGTyper	357	0.9877	0.5070028011204482	Certainty	0.9394736842105263
GGTyper	356	0.9924	0.5084269662921348	Certainty	0.9368421052631579
GGTyper	354	0.9937	0.5112994350282486	Certainty	0.9315789473684211
GGTyper	353	0.9944	0.5127478753541076	Certainty	0.9289473684210526
GGTyper	352	0.995	0.5142045454545454	Certainty	0.9263157894736842
GGTyper	351	0.9956	0.5156695156695157	Certainty	0.9236842105263158
GGTyper	350	0.9958	0.5171428571428571	Certainty	0.9210526315789473
GGTyper	349	0.996	0.5157593123209169	Certainty	0.9184210526315789
GGTyper	348	0.9963	0.5172413793103449	Certainty	0.9157894736842105
GGTyper	346	0.9969	0.5173410404624278	Certainty	0.9105263157894737
GGTyper	345	0.9975	0.518840579710145	Certainty	0.9078947368421053
GGTyper	344	0.998	0.5203488372093024	Certainty	0.9052631578947369
GGTyper	343	0.9981	0.521865889212828	Certainty	0.9026315789473685
GGTyper	342	0.9982	0.5233918128654971	Certainty	0.9
GGTyper	340	0.9983	0.5264705882352941	Certainty	0.8947368421052632
GGTyper	339	0.9984	0.5250737463126843	Certainty	0.8921052631578947
GGTyper	338	0.9986	0.5266272189349113	Certainty	0.8894736842105263
GGTyper	337	0.9987	0.5281899109792285	Certainty	0.8868421052631579
GGTyper	335	0.9989	0.5313432835820896	Certainty	0.881578947368421
GGTyper	334	0.999	0.5329341317365269	Certainty	0.8789473684210526
GGTyper	333	0.9991	0.5315315315315315	Certainty	0.8763157894736842
GGTyper	330	0.9992	0.5303030303030303	Certainty	0.868421052631579
GGTyper	328	0.9993	0.5274390243902439	Certainty	0.8631578947368421
GGTyper	325	0.9994	0.5230769230769231	Certainty	0.8552631578947368
GGTyper	323	0.9995	0.5232198142414861	Certainty	0.85
GGTyper	321	0.9996	0.5202492211838006	Certainty	0.8447368421052631
GGTyper	318	0.9997	0.5220125786163522	Certainty	0.8368421052631579
GGTyper	315	0.9998	0.5206349206349207	Certainty	0.8289473684210527
GGTyper	304	0.9999	0.5197368421052632	Certainty	0.8
GGTyper	286	1	0.534965034965035	Certainty	0.7526315789473684
