N	Percentage	TR	Threshold	Filter
1	3.343810606567244e-5	1	1122	Quality
1	3.343810606567244e-5	1	1124	Quality
1	3.343810606567244e-5	1	1126	Quality
1	3.343810606567244e-5	1	1128	Quality
1	3.343810606567244e-5	1	1130	Quality
1	3.343810606567244e-5	1	1132	Quality
1	3.343810606567244e-5	1	1134	Quality
1	3.343810606567244e-5	1	1136	Quality
1	3.343810606567244e-5	1	1138	Quality
1	3.343810606567244e-5	1	1140	Quality
1	3.343810606567244e-5	1	1142	Quality
1	3.343810606567244e-5	1	1144	Quality
1	3.343810606567244e-5	1	1146	Quality
1	3.343810606567244e-5	1	1148	Quality
1	3.343810606567244e-5	1	1150	Quality
1	3.343810606567244e-5	1	1152	Quality
1	3.343810606567244e-5	1	1154	Quality
1	3.343810606567244e-5	1	1156	Quality
1	3.343810606567244e-5	1	1158	Quality
1	3.343810606567244e-5	1	1160	Quality
1	3.343810606567244e-5	1	1162	Quality
1	3.343810606567244e-5	1	1164	Quality
1	3.343810606567244e-5	1	1166	Quality
1	3.343810606567244e-5	1	1168	Quality
1	3.343810606567244e-5	1	1170	Quality
1	3.343810606567244e-5	1	1172	Quality
1	3.343810606567244e-5	1	1174	Quality
1	3.343810606567244e-5	1	1176	Quality
1	3.343810606567244e-5	1	1178	Quality
1	3.343810606567244e-5	1	1180	Quality
1	3.343810606567244e-5	1	1182	Quality
1	3.343810606567244e-5	1	1184	Quality
1	3.343810606567244e-5	1	1186	Quality
1	3.343810606567244e-5	1	1188	Quality
1	3.343810606567244e-5	1	1190	Quality
1	3.343810606567244e-5	1	1192	Quality
1	3.343810606567244e-5	1	1194	Quality
1	3.343810606567244e-5	1	1196	Quality
1	3.343810606567244e-5	1	1198	Quality
1	3.343810606567244e-5	1	1200	Quality
1	3.343810606567244e-5	1	1202	Quality
1	3.343810606567244e-5	1	1204	Quality
1	3.343810606567244e-5	1	1206	Quality
1	3.343810606567244e-5	1	1208	Quality
1	3.343810606567244e-5	1	1210	Quality
1	3.343810606567244e-5	1	1212	Quality
1	3.343810606567244e-5	1	1214	Quality
1	3.343810606567244e-5	1	1216	Quality
1	3.343810606567244e-5	1	1218	Quality
1	3.343810606567244e-5	1	1220	Quality
1	3.343810606567244e-5	1	1222	Quality
1	3.343810606567244e-5	1	1224	Quality
29906	1	0.5112017655320003	0.4453	Certainty
29903	0.999899685681803	0.5111527271511219	0.4648	Certainty
29902	0.9998662475757373	0.5111363788375359	0.4684	Certainty
29901	0.9998328094696717	0.5111200294304539	0.4695	Certainty
29900	0.999799371363606	0.5111036789297659	0.4726	Certainty
29899	0.9997659332575403	0.5110873273353624	0.4743	Certainty
29898	0.9997324951514747	0.5110709746471336	0.476	Certainty
29897	0.999699057045409	0.5110546208649698	0.4808	Certainty
29894	0.9995987427272119	0.5111059075399745	0.4825	Certainty
29893	0.9995653046211462	0.5110895527380992	0.4826	Certainty
29892	0.9995318665150806	0.5110731968419644	0.4827	Certainty
29891	0.9994984284090149	0.5110568398514603	0.4829	Certainty
29890	0.9994649903029492	0.5110404817664771	0.4845	Certainty
29888	0.9993981140908179	0.5110746788008566	0.4846	Certainty
29886	0.9993312378786865	0.5110419594458944	0.4847	Certainty
29885	0.9992977997726209	0.5110255981261502	0.486	Certainty
29883	0.9992309235604895	0.5110263360439046	0.488	Certainty
29882	0.9991974854544239	0.511009972558731	0.4896	Certainty
29880	0.9991306092422925	0.5110441767068273	0.4899	Certainty
29879	0.9990971711362269	0.5110278121757756	0.4914	Certainty
29878	0.9990637330301612	0.5110114465493005	0.4932	Certainty
29877	0.9990302949240955	0.5109950798272919	0.49370000000000003	Certainty
29876	0.9989968568180299	0.5109787120096398	0.4941	Certainty
29875	0.9989634187119641	0.5109958158995815	0.496	Certainty
29873	0.9988965424998328	0.511030027114786	0.4968	Certainty
29872	0.9988631043937671	0.511013658275308	0.4978	Certainty
29871	0.9988296662877014	0.5110307656255231	0.498	Certainty
29870	0.9987962281816358	0.5110478741211918	0.4989	Certainty
29869	0.9987627900755701	0.5110649837624293	0.4991	Certainty
29867	0.9986959138634388	0.5110657247128938	0.5002	Certainty
29866	0.9986624757573731	0.5110828366704614	0.5006	Certainty
29864	0.9985955995452418	0.5110500937583713	0.5012	Certainty
29863	0.9985621614391761	0.51103372065767	0.5018	Certainty
29862	0.9985287233331104	0.5110173464603844	0.5022	Certainty
29861	0.9984952852270448	0.5110344596631057	0.5028	Certainty
29860	0.9984618471209791	0.5110180843938379	0.5058	Certainty
29859	0.9984284090149134	0.5110351987675408	0.506	Certainty
29858	0.9983949709088478	0.5110188224261505	0.5063	Certainty
29857	0.9983615328027821	0.5110359379709951	0.5071	Certainty
29856	0.9983280946967164	0.5110530546623794	0.5083	Certainty
29854	0.998261218484585	0.5110872914852281	0.5088	Certainty
29853	0.9982277803785193	0.5110709141459819	0.5098	Certainty
29852	0.9981943422724537	0.5110545357095002	0.51	Certainty
29851	0.998160904166388	0.5110381561756725	0.5101	Certainty
29850	0.9981274660603223	0.5110217755443887	0.511	Certainty
29849	0.9980940279542567	0.5110388957754028	0.5124	Certainty
29848	0.998060589848191	0.5110225140712945	0.515	Certainty
29847	0.9980271517421253	0.5110061312694744	0.5166	Certainty
29845	0.997960275529994	0.5109733623722567	0.5169	Certainty
29844	0.9979268374239283	0.51099048384935	0.5177	Certainty
29843	0.9978933993178626	0.51100760647388	0.5204	Certainty
29842	0.997859961211797	0.5110247302459621	0.5209	Certainty
29841	0.9978265231057313	0.5110083442243892	0.5211	Certainty
29840	0.9977930849996656	0.5110254691689008	0.5212	Certainty
29839	0.9977596468936	0.511009082073796	0.5219	Certainty
29838	0.9977262087875343	0.5109926938802869	0.5221	Certainty
29837	0.9976927706814686	0.5109763045882629	0.5222	Certainty
29836	0.997659332575403	0.5109599141976137	0.5224	Certainty
29835	0.9976258944693372	0.5109770403888051	0.5228	Certainty
29834	0.9975924563632715	0.5109606489240464	0.5231	Certainty
29833	0.9975590182572059	0.5109777762880032	0.5235	Certainty
29831	0.9974921420450745	0.5109449901109584	0.5243	Certainty
29830	0.9974587039390089	0.5109621186724773	0.5245	Certainty
29829	0.9974252658329432	0.5109457239599048	0.5253	Certainty
29827	0.9973583896208119	0.5109464579072652	0.5254	Certainty
29826	0.9973249515147462	0.510930061020586	0.5255	Certainty
29825	0.9972915134086805	0.5109136630343671	0.5269	Certainty
29823	0.9972246371965492	0.5109143949300875	0.5273	Certainty
29822	0.9971911990904835	0.5108979947689625	0.5277	Certainty
29821	0.9971577609844179	0.5109151269239798	0.5279	Certainty
29819	0.9970908847722865	0.5108823233508837	0.5284	Certainty
29816	0.9969905704540895	0.5109337268580628	0.5287	Certainty
29815	0.9969571323480239	0.5109173234948852	0.5293	Certainty
29814	0.9969236942419581	0.5109009190313276	0.5299	Certainty
29812	0.9968568180298268	0.5108681068026298	0.5305	Certainty
29810	0.9967899418176954	0.5108352901710835	0.5307	Certainty
29808	0.9967230656055641	0.5108360171765969	0.5314	Certainty
29807	0.9966896274994984	0.5108531552990908	0.5319	Certainty
29806	0.9966561893934327	0.5108367442796752	0.5332	Certainty
29804	0.9965893131813014	0.5108374714803382	0.5334	Certainty
29803	0.9965558750752357	0.5108210582827232	0.5338	Certainty
29802	0.9965224369691701	0.5108381987786055	0.534	Certainty
29801	0.9964889988631044	0.510855340424818	0.5349	Certainty
29800	0.9964555607570387	0.5108389261744967	0.5378	Certainty
29799	0.9964221226509731	0.5108560689956039	0.5379	Certainty
29798	0.9963886845449074	0.5108732129673133	0.5381	Certainty
29797	0.9963552464388417	0.5108567976641943	0.5391	Certainty
29796	0.9963218083327761	0.5108403812592295	0.5412	Certainty
29795	0.9962883702267104	0.5108575264306091	0.5416	Certainty
29794	0.9962549321206446	0.5108411089481104	0.5418	Certainty
29793	0.996221494014579	0.510858255294868	0.5424	Certainty
29791	0.9961546178024476	0.5108925514417105	0.5437	Certainty
29788	0.9960543034842506	0.5109440042970324	0.5442	Certainty
29787	0.996020865378185	0.5109275858596032	0.545	Certainty
29786	0.9959874272721193	0.5109111663197475	0.5456	Certainty
29784	0.995920551059988	0.510945474080043	0.5475	Certainty
29783	0.9958871129539223	0.510962629688077	0.5482	Certainty
29782	0.9958536748478566	0.5109462091196024	0.5484	Certainty
29781	0.995820236741791	0.5109633659044357	0.5486	Certainty
29780	0.9957867986357253	0.5109469442578912	0.5487	Certainty
29778	0.995719922423594	0.5109812613338707	0.5488	Certainty
29777	0.9956864843175283	0.5109984216005642	0.5493	Certainty
29774	0.9955861699993312	0.5110163229663465	0.5495	Certainty
29771	0.9954858556811342	0.5110342279399416	0.54990000000000006	Certainty
29768	0.9953855413629372	0.5110521365224402	0.5502	Certainty
29767	0.9953521032568715	0.5110357106863305	0.5504	Certainty
29766	0.9953186651508058	0.5110528791238326	0.5517	Certainty
29765	0.9952852270447402	0.5110364522089703	0.5518	Certainty
29764	0.9952517889386745	0.5110536218250236	0.5521	Certainty
29763	0.9952183508326088	0.511037193831267	0.5528	Certainty
29761	0.9951514746204775	0.5110715365747118	0.5529	Certainty
29760	0.9951180365144118	0.5110887096774194	0.5532	Certainty
29758	0.9950511603022805	0.5111230593453862	0.5534	Certainty
29757	0.9950177221962148	0.5111402359108781	0.5544	Certainty
29756	0.9949842840901492	0.5111238069633015	0.5547	Certainty
29749	0.9947502173476894	0.5111096171299876	0.5552	Certainty
29748	0.9947167792416237	0.5110931827349737	0.5554	Certainty
29747	0.9946833411355581	0.5111103640703264	0.556	Certainty
29746	0.9946499030294924	0.5111275465608821	0.5564	Certainty
29745	0.9946164649234267	0.5111111111111111	0.557	Certainty
29742	0.9945161506052297	0.5110617981305897	0.5572	Certainty
29741	0.9944827124991641	0.5110453582596416	0.5595	Certainty
29740	0.9944492743930984	0.5110289172831204	0.5599	Certainty
29738	0.9943823981809671	0.5110296590221266	0.5603	Certainty
29737	0.9943489600749014	0.5110132158590308	0.5607	Certainty
29735	0.9942820838627701	0.5109803262148983	0.5614	Certainty
29734	0.9942486457567044	0.5109975112665636	0.5619	Certainty
29733	0.9942152076506386	0.5109810648101436	0.5622	Certainty
29732	0.994181769544573	0.5109646172474102	0.5634	Certainty
29731	0.9941483314385073	0.5109481685782516	0.5635	Certainty
29730	0.9941148933324416	0.5109653548604104	0.5642	Certainty
29729	0.994081455226376	0.5109489051094891	0.5649	Certainty
29728	0.9940480171203103	0.5109660925726588	0.565	Certainty
29727	0.9940145790142446	0.5109832811921822	0.5654	Certainty
29725	0.9939477028021133	0.5110176619007569	0.5655	Certainty
29724	0.9939142646960476	0.5110348539900417	0.5656	Certainty
29723	0.9938808265899819	0.5110520472361471	0.5667	Certainty
29722	0.9938473884839163	0.5110692416391899	0.5673	Certainty
29720	0.9937805122717849	0.5110699865410498	0.5683	Certainty
29718	0.9937136360596536	0.5110370819032236	0.5688	Certainty
29715	0.9936133217414566	0.5110550227158001	0.5693	Certainty
29714	0.9935798836353908	0.5110385676785354	0.5695	Certainty
29713	0.9935464455293253	0.5110221115336722	0.5698	Certainty
29712	0.9935130074232595	0.5110056542810986	0.57	Certainty
29711	0.9934795693171938	0.5110228534886069	0.5701	Certainty
29710	0.9934461312111282	0.5110400538539213	0.5702	Certainty
29709	0.9934126931050625	0.511023595543438	0.5705	Certainty
29707	0.9933458168929312	0.5109906755983439	0.5718	Certainty
29704	0.9932455025747342	0.5110086183678966	0.5721	Certainty
29703	0.9932120644686685	0.510992155674511	0.5726	Certainty
29702	0.9931786263626028	0.5109756918726012	0.5738	Certainty
29700	0.9931117501504715	0.511010101010101	0.5744	Certainty
29699	0.9930783120444058	0.5109936361493653	0.5746	Certainty
29698	0.9930448739383402	0.5110108424809752	0.5748	Certainty
29697	0.9930114358322745	0.5110280499713776	0.5756	Certainty
29696	0.9929779977262088	0.5110115840517241	0.5761	Certainty
29694	0.9929111215140775	0.5110460025594397	0.5764	Certainty
29693	0.9928776834080117	0.5110295355807766	0.5767	Certainty
29692	0.9928442453019461	0.5110467465984103	0.5784	Certainty
29691	0.9928108071958804	0.5110639587753865	0.5788	Certainty
29690	0.9927773690898147	0.5110474907376221	0.5796	Certainty
29689	0.9927439309837491	0.5110647040991613	0.5806	Certainty
29688	0.9927104928776834	0.5110482349770952	0.5812	Certainty
29687	0.9926770547716177	0.5110317647455115	0.5815	Certainty
29686	0.992643616665552	0.5110489793168497	0.5816	Certainty
29684	0.9925767404534207	0.5110160355747204	0.5826	Certainty
29683	0.992543302347355	0.5109995620388774	0.5828	Certainty
29681	0.9924764261352237	0.5109666116370742	0.5839	Certainty
29680	0.992442988029158	0.5109838274932614	0.5844	Certainty
29677	0.992342673710961	0.5109680897664858	0.5854	Certainty
29676	0.9923092356048954	0.5109516107292088	0.5857	Certainty
29674	0.992242359392764	0.5109523488575858	0.587	Certainty
29672	0.9921754831806326	0.510919385279051	0.5885	Certainty
29671	0.9921420450745669	0.510936604765596	0.5886	Certainty
29670	0.9921086069685013	0.5109201213346815	0.5892	Certainty
29668	0.9920417307563699	0.5109545638398274	0.5898	Certainty
29667	0.9920082926503043	0.5109380793474231	0.59	Certainty
29666	0.9919748545442386	0.5109215937436796	0.5904	Certainty
29665	0.9919414164381729	0.5109051070284848	0.591	Certainty
29664	0.9919079783321073	0.5109223300970874	0.5912	Certainty
29663	0.9918745402260416	0.5109395543269393	0.5917	Certainty
29662	0.9918411021199759	0.5109567797181579	0.5918	Certainty
29661	0.9918076640139103	0.5109740062708608	0.5924	Certainty
29659	0.9917407878017789	0.5109747462827472	0.5925	Certainty
29658	0.9917073496957133	0.5109919751837615	0.5928	Certainty
29657	0.9916739115896476	0.5110092052466534	0.5933	Certainty
29656	0.9916404734835819	0.5109927164823307	0.5937	Certainty
29655	0.9916070353775163	0.5109762266059686	0.594	Certainty
29654	0.9915735972714506	0.5109597356174547	0.5941	Certainty
29653	0.9915401591653848	0.510976966917344	0.5947	Certainty
29651	0.9914732829532535	0.5109439816532326	0.5948	Certainty
29648	0.9913729686350565	0.5109619535887749	0.5951	Certainty
29645	0.9912726543168595	0.5109461966604824	0.5952	Certainty
29644	0.9912392162107938	0.5109296990959384	0.5953	Certainty
29643	0.9912057781047281	0.5109469351954931	0.5956	Certainty
29642	0.9911723399986625	0.5109641724579987	0.5962	Certainty
29640	0.9911054637865311	0.5109311740890689	0.5965	Certainty
29638	0.9910385875743998	0.5109656522032526	0.5968	Certainty
29636	0.9909717113622685	0.5110001349709813	0.5969	Certainty
29634	0.990904835150137	0.5109671323479786	0.5974	Certainty
29633	0.9908713970440715	0.5109843755272838	0.5976	Certainty
29632	0.9908379589380057	0.5109678725701944	0.5984	Certainty
29631	0.99080452083194	0.5109513684992069	0.5989	Certainty
29630	0.9907710827258744	0.5109686128923389	0.5993	Certainty
29629	0.9907376446198087	0.5109521077322893	0.5998	Certainty
29628	0.990704206513743	0.5109693533144323	0.6	Certainty
29627	0.9906707684076774	0.5109528470651771	0.6007	Certainty
29626	0.9906373303016117	0.5109700938364949	0.6017	Certainty
29625	0.990603892195546	0.5109535864978902	0.604	Certainty
29623	0.9905370159834147	0.5109543260304493	0.6044	Certainty
29622	0.990503577877349	0.5109378164877456	0.6048	Certainty
29621	0.9904701397712834	0.5109213058303231	0.6052	Certainty
29620	0.9904367016652177	0.5109385550303849	0.6067	Certainty
29619	0.990403263559152	0.5109220432830278	0.607	Certainty
29618	0.9903698254530864	0.5109055304206901	0.608	Certainty
29616	0.990302949240955	0.5109400324149108	0.6083	Certainty
29615	0.9902695111348894	0.510923518487253	0.6086	Certainty
29614	0.9902360730288237	0.5109070034443168	0.6088	Certainty
29611	0.9901357587106266	0.5109249940900341	0.6089	Certainty
29610	0.9901023206045609	0.5109084768659237	0.6099	Certainty
29609	0.9900688824984953	0.5108919585261238	0.6109	Certainty
29608	0.9900354443924296	0.5108754390705215	0.6115	Certainty
29607	0.9900020062863639	0.5108589184990037	0.6116	Certainty
29606	0.9899685681802982	0.5108761737485645	0.6122	Certainty
29605	0.9899351300742326	0.5108596520857963	0.6123	Certainty
29604	0.9899016919681669	0.5108769085258749	0.6131	Certainty
29603	0.9898682538621012	0.5108603857717123	0.6132	Certainty
29602	0.9898348157560356	0.5108438619012229	0.6134	Certainty
29601	0.9898013776499699	0.5108611195567717	0.6135	Certainty
29600	0.9897679395439042	0.5108445945945946	0.6136	Certainty
29599	0.9897345014378386	0.5108618534409947	0.6138	Certainty
29597	0.9896676252257072	0.5108625874244012	0.6146	Certainty
29596	0.9896341871196416	0.510846060278416	0.6147	Certainty
29594	0.9895673109075102	0.5108130026356694	0.6153	Certainty
29593	0.9895338728014446	0.5107964721386814	0.6163	Certainty
29592	0.9895004346953788	0.5107799405244661	0.6167	Certainty
29591	0.9894669965893131	0.5107972018519145	0.6169	Certainty
29589	0.9894001203771818	0.510797931663794	0.6174	Certainty
29588	0.9893666822711161	0.5107813978639989	0.6176	Certainty
29587	0.9893332441650505	0.5107986615743401	0.618	Certainty
29586	0.9892998060589848	0.5108159264517002	0.6181	Certainty
29585	0.9892663679529191	0.5107993915835728	0.6187	Certainty
29582	0.9891660536347221	0.5107835846122643	0.6195	Certainty
29581	0.9891326155286565	0.5108008518981779	0.62	Certainty
29580	0.9890991774225908	0.5107843137254902	0.6215	Certainty
29579	0.9890657393165251	0.5107677744345651	0.6216	Certainty
29578	0.9890323012104595	0.5107850429373183	0.6221	Certainty
29577	0.9889988631043938	0.5107685025526592	0.6222	Certainty
29573	0.988865110680131	0.5108037737125081	0.6226	Certainty
29572	0.9888316725740655	0.5107872311646152	0.6227	Certainty
29570	0.988764796361934	0.5107879607710517	0.624	Certainty
29569	0.9887313582558684	0.5108052352125537	0.6243	Certainty
29568	0.9886979201498027	0.5108225108225108	0.6244	Certainty
29567	0.988664482043737	0.5108397876010417	0.6253	Certainty
29566	0.9886310439376713	0.5108570655482649	0.6254	Certainty
29562	0.9884972915134087	0.5108247073946283	0.6256	Certainty
29560	0.9884304153012773	0.5107916102841678	0.6261	Certainty
29559	0.9883969771952117	0.5107750600493928	0.6263	Certainty
29558	0.988363539089146	0.510792340483118	0.6265	Certainty
29557	0.9883301009830803	0.5108096220861387	0.6266	Certainty
29556	0.9882966628770147	0.5108269048585735	0.627	Certainty
29555	0.988263224770949	0.5108441888005414	0.6273	Certainty
29554	0.9882297866648833	0.5108276375448332	0.6286	Certainty
29552	0.988162910452752	0.5108622089875474	0.6292	Certainty
29551	0.9881294723466862	0.510845656661365	0.6297	Certainty
29550	0.9880960342406206	0.5108291032148901	0.6298	Certainty
29548	0.9880291580284892	0.5107959929606065	0.63	Certainty
29547	0.9879957199224236	0.5107794361525705	0.6304	Certainty
29545	0.9879288437102922	0.5107801658487053	0.6305	Certainty
29542	0.9878285293920952	0.5107981856340126	0.6307	Certainty
29541	0.9877950912860296	0.510815476794963	0.6311	Certainty
29540	0.9877616531799639	0.5107989167230873	0.632	Certainty
29539	0.9877282150738982	0.5107823555299773	0.6322	Certainty
29538	0.9876947769678326	0.5107996479111653	0.6325	Certainty
29537	0.9876613388617669	0.5107830856214239	0.6329	Certainty
29536	0.9876279007557012	0.5108003791982665	0.6333	Certainty
29535	0.9875944626496356	0.5108176739461656	0.6334	Certainty
29533	0.9875275864375042	0.5108184065282904	0.634	Certainty
29532	0.9874941483314386	0.5108018420696194	0.635	Certainty
29529	0.9873938340132415	0.5108198719902469	0.6356	Certainty
29527	0.9873269578011101	0.5107867375622311	0.6357	Certainty
29524	0.9872266434829131	0.5107370275030484	0.6358	Certainty
29523	0.9871932053768474	0.5107204552382888	0.6368	Certainty
29522	0.9871597672707818	0.5107038818508232	0.6396	Certainty
29521	0.9871263291647161	0.5106873073405372	0.6397	Certainty
29520	0.9870928910586504	0.510670731707317	0.6398	Certainty
29518	0.9870260148465191	0.5106714547056034	0.6401	Certainty
29517	0.9869925767404534	0.5106887556323475	0.6406	Certainty
29513	0.9868588243161908	0.5106563209433131	0.6409	Certainty
29509	0.986725071891928	0.5106577654274967	0.6412	Certainty
29508	0.9866916337858623	0.5106411820523248	0.6416	Certainty
29507	0.9866581956797967	0.510624597553123	0.6421	Certainty
29505	0.9865913194676653	0.5105914251821725	0.6423	Certainty
29504	0.9865578813615997	0.5105748373101953	0.6433	Certainty
29503	0.986524443255534	0.5105921431718808	0.6445	Certainty
29502	0.9864910051494683	0.5106094502067656	0.6446	Certainty
29501	0.9864575670434027	0.510626758414969	0.6447	Certainty
29500	0.986424128937337	0.5106101694915254	0.6448	Certainty
29499	0.9863906908312713	0.5106274788975897	0.645	Certainty
29498	0.9863572527252057	0.5106447894772527	0.6454	Certainty
29497	0.98632381461914	0.5106621012306336	0.6456	Certainty
29496	0.9862903765130743	0.5106455112557635	0.646	Certainty
29495	0.9862569384070087	0.5106628242074928	0.6461	Certainty
29493	0.9861900621948773	0.5106296409317466	0.6462	Certainty
29492	0.9861566240888117	0.5106130476061305	0.6463	Certainty
29491	0.986123185982746	0.5106303618052965	0.6464	Certainty
29490	0.9860897478766802	0.5106476771787046	0.6466	Certainty
29489	0.9860563097706146	0.5106649937264742	0.6469	Certainty
29488	0.9860228716645489	0.5106483993488877	0.6472	Certainty
29487	0.9859894335584832	0.5106318038457626	0.6475	Certainty
29486	0.9859559954524175	0.5106152072169843	0.6476	Certainty
29485	0.9859225573463519	0.5105986094624385	0.6481	Certainty
29484	0.9858891192402862	0.510615927282594	0.6495	Certainty
29483	0.9858556811342205	0.5106332462775158	0.6498	Certainty
29482	0.9858222430281549	0.5106166474458992	0.6501	Certainty
29481	0.9857888049220892	0.510633967640175	0.6504	Certainty
29480	0.9857553668160235	0.510651289009498	0.6509	Certainty
29476	0.9856216143917609	0.5106527344280092	0.6511	Certainty
29474	0.9855547381796295	0.5106534572843863	0.6514	Certainty
29473	0.9855213000735639	0.5106368540698266	0.6519	Certainty
29472	0.9854878619674982	0.5106202497285559	0.6537	Certainty
29471	0.9854544238614324	0.5106036442604595	0.6538	Certainty
29470	0.9854209857553669	0.5105870376654225	0.6541	Certainty
29469	0.9853875476493011	0.5106043639078354	0.6544	Certainty
29467	0.9853206714371698	0.5106390199205891	0.6545	Certainty
29466	0.9852872333311041	0.5106563496911695	0.6553	Certainty
29465	0.9852537952250384	0.5106736806380452	0.6554	Certainty
29463	0.9851869190129071	0.5106744051861657	0.6555	Certainty
29462	0.9851534809068414	0.5106917385106239	0.6559	Certainty
29460	0.9850866046947101	0.5106924643584522	0.6563	Certainty
29459	0.9850531665886444	0.5106758545775485	0.6565	Certainty
29458	0.9850197284825788	0.5106931903048408	0.6566	Certainty
29457	0.9849862903765131	0.5106765794208508	0.6567	Certainty
29456	0.9849528522704474	0.5106599674090169	0.6571	Certainty
29455	0.9849194141643818	0.5106433542692242	0.658	Certainty
29454	0.9848859760583161	0.5106267400013581	0.6581	Certainty
29453	0.9848525379522504	0.5106101246053034	0.6588	Certainty
29451	0.9847856617401191	0.5106447998370174	0.659	Certainty
29450	0.9847522236340533	0.5106621392190153	0.6591	Certainty
29449	0.98471878552798775	0.5106455227681755	0.6602	Certainty
29448	0.984685347421922	0.5106628633523499	0.6603	Certainty
29447	0.9846519093158563	0.5106462457975346	0.6608	Certainty
29446	0.9846184712097906	0.5106635875840522	0.6612	Certainty
29444	0.9845515949976593	0.5106643119141421	0.6623	Certainty
29443	0.9845181568915936	0.5106816560812417	0.6627	Certainty
29442	0.984484718785528	0.5106650363426397	0.6629	Certainty
29441	0.9844512806794623	0.5106484154750178	0.6633	Certainty
29440	0.9844178425733966	0.5106317934782608	0.6634	Certainty
29439	0.984384404467331	0.5106151703522538	0.6638	Certainty
29437	0.9843175282551996	0.5105819207120291	0.664	Certainty
29436	0.984284090149134	0.5105992662046474	0.6642	Certainty
29435	0.9842506520430683	0.5105826397146255	0.6645	Certainty
29433	0.984183775830937	0.5105833588149357	0.6655	Certainty
29432	0.9841503377248713	0.5106007067137809	0.6665	Certainty
29427	0.9839831471945429	0.5105175519081115	0.667	Certainty
29425	0.9839162709824115	0.5105522514868309	0.6682	Certainty
29424	0.9838828328763459	0.5105696030451332	0.669	Certainty
29421	0.9837825185581489	0.5105876754699025	0.6694	Certainty
29419	0.9837156423460175	0.5105544036167103	0.6695	Certainty
29418	0.9836822042399519	0.5105717587871371	0.6696	Certainty
29417	0.9836487661338862	0.5105551211884285	0.6698	Certainty
29416	0.9836153280278205	0.5105724775632309	0.6706	Certainty
29415	0.9835818899217549	0.510589835118137	0.6728	Certainty
29414	0.9835484518156892	0.5106071938532671	0.6739	Certainty
29413	0.9835150137096235	0.5105905551966817	0.6748	Certainty
29412	0.9834815756035579	0.5106079151366789	0.6759	Certainty
29410	0.98341469939142645	0.5105746344780687	0.6767	Certainty
29409	0.9833812612853609	0.5105579924512904	0.6768	Certainty
29408	0.9833478231792951	0.5105413492927094	0.6771	Certainty
29407	0.9833143850732294	0.5105247050022104	0.6772	Certainty
29406	0.9832809469671637	0.5105080595796776	0.678	Certainty
29405	0.9832475088610981	0.5105254208467948	0.6781	Certainty
29404	0.9832140707550324	0.5105427832947899	0.6784	Certainty
29403	0.9831806326489667	0.5105601469237833	0.6789	Certainty
29400	0.9830803183307697	0.510578231292517	0.6793	Certainty
29399	0.9830468802247041	0.5105955984897446	0.6798	Certainty
29398	0.9830134421186384	0.5106129668684944	0.6799	Certainty
29397	0.9829800040125727	0.5105963193523149	0.6804	Certainty
29396	0.9829465659065071	0.5105796707034971	0.6809	Certainty
29395	0.9829131278004414	0.5105970403129784	0.6814	Certainty
29393	0.9828462515883101	0.5105977613717552	0.6818	Certainty
29392	0.9828128134822444	0.5105811105062602	0.6823	Certainty
29391	0.9827793753761787	0.5105984825286652	0.6837	Certainty
29389	0.9827124991640473	0.510633230120113	0.6841	Certainty
29388	0.9826790610579816	0.5106165781951817	0.6843	Certainty
29385	0.9825787467397846	0.5106687085247575	0.6845	Certainty
29384	0.982545308633719	0.5106860876667574	0.6848	Certainty
29382	0.9824784324215876	0.5106868150568376	0.6849	Certainty
29380	0.9824115562094563	0.5106875425459496	0.685	Certainty
29378	0.982344679997325	0.5106542310572537	0.6858	Certainty
29375	0.982244365679128	0.5106723404255319	0.6862	Certainty
29373	0.9821774894669966	0.510673067102441	0.6882	Certainty
29370	0.9820771751487996	0.5106571331290433	0.6885	Certainty
29369	0.9820437370427338	0.5106404712451905	0.6886	Certainty
29368	0.9820102989366682	0.5106238082266412	0.6888	Certainty
29367	0.9819768608306025	0.51064119590016	0.6896	Certainty
29366	0.9819434227245368	0.5106245317714364	0.6901	Certainty
29365	0.9819099846184712	0.5106078665077474	0.6907	Certainty
29364	0.9818765465124055	0.510591200108977	0.6908	Certainty
29362	0.9818096703002742	0.5105578639057284	0.6914	Certainty
29358	0.9816759178760115	0.5106274269364398	0.6915	Certainty
29356	0.9816090416638802	0.5106281509742472	0.6919	Certainty
29355	0.9815756035578145	0.5106455459035939	0.693	Certainty
29354	0.9815421654517488	0.5106288751107174	0.6936	Certainty
29353	0.9815087273456832	0.5106122031819575	0.6937	Certainty
29352	0.9814752892396175	0.5105955301171982	0.6941	Certainty
29351	0.9814418511335518	0.5105788559163231	0.6945	Certainty
29350	0.9814084130274862	0.5105621805792163	0.6952	Certainty
29348	0.9813415368153547	0.510528826495843	0.6956	Certainty
29344	0.9812077843910921	0.5105302617230099	0.6958	Certainty
29342	0.9811409081789607	0.5105309794833345	0.6959	Certainty
29341	0.9811074700728951	0.5105142973995433	0.6976	Certainty
29338	0.9810071557546981	0.5104642443247666	0.6983	Certainty
29336	0.9809402795425667	0.5104990455413144	0.6985	Certainty
29335	0.9809068414365011	0.5104823589568774	0.6986	Certainty
29334	0.9808734033304354	0.5104656712347446	0.6992	Certainty
29332	0.9808065271183041	0.5104663848356743	0.6996	Certainty
29328	0.9806727746940413	0.5103996181123841	0.6997	Certainty
