Time	RSS	CPU
2545	3.2g	1185
2547	3.2g	1200
2549	3.2g	1200
2551	3.2g	1200
2553	3.2g	1200
2555	3.2g	1200
2558	3.2g	1200
2560	3.2g	1200
2562	3.2g	1200
2564	3.2g	1200
2566	3.2g	1200
2568	3.2g	1200
2570	3.2g	1185
2573	3.2g	1185
2575	3.2g	1200
2577	3.2g	1200
2579	3.2g	1185
2581	3.2g	1200
2583	3.2g	1200
2585	3.2g	1129
2588	3.2g	1185
2590	3.2g	1185
2592	3.2g	1200
2594	3.2g	1200
2596	3.2g	1177
2598	3.2g	1057
2600	3.2g	1177
2603	3.2g	1200
2605	3.2g	1136
2607	3.2g	1200
2609	3.2g	1129
2611	3.2g	1200
2613	3.2g	1177
2615	3.2g	1200
2617	3.2g	1200
2620	3.2g	1115
2622	3.2g	1200
2624	3.2g	1138
2626	3.2g	1185
2628	3.2g	1200
2630	3.2g	1200
2632	3.2g	1200
2635	3.2g	1200
2637	3.2g	1200
2639	3.2g	1200
2641	3.2g	1136
2643	3.2g	1200
2645	3.2g	1129
2647	3.2g	1200
2649	3.2g	1136
2652	3.2g	1185
2654	3.2g	1200
2656	3.2g	1157
2658	3.2g	1129
2660	3.2g	1200
2662	3.2g	1200
2664	3.2g	1200
2667	3.2g	1129
2669	3.2g	1200
2671	3.2g	1177
2673	3.2g	1200
2675	3.2g	1200
2677	3.2g	1200
2679	3.2g	1177
2681	3.2g	1185
2684	3.2g	1177
2686	3.2g	1200
2688	3.2g	1138
2690	3.2g	1200
2692	3.2g	1185
2694	3.2g	1185
2696	3.2g	1200
2699	3.2g	1200
2701	3.2g	1200
2703	3.2g	1200
2705	3.2g	1200
2707	3.2g	1200
2709	3.2g	1200
2712	3.2g	1200
2714	3.2g	1200
2716	3.2g	1108
2718	3.2g	1185
2720	3.2g	1200
2722	3.2g	1136
2724	3.2g	1177
2726	3.2g	1129
2729	3.2g	1200
2731	3.2g	1185
2733	3.2g	1200
2735	3.2g	1185
2737	3.2g	1177
2739	3.2g	1200
2742	3.2g	1177
2744	3.2g	1200
2746	3.2g	1200
2748	3.2g	1146
2750	3.2g	1200
2752	3.2g	1200
2755	3.2g	1185
2757	3.2g	1200
2759	3.2g	1129
2761	3.2g	1138
2763	3.2g	1185
2766	3.2g	1177
2768	3.2g	1129
2770	3.2g	1185
2772	3.2g	1200
2774	3.2g	1185
2777	3.2g	1200
2779	3.2g	1200
2781	3.2g	1200
2783	3.2g	1200
2785	3.2g	1200
2787	3.2g	1200
