Time	RSS	CPU
762	11.3g	700.0
764	11.3g	692.3
766	8.7g	7.7
768	8.7g	0.0
771	8.7g	0.0
773	8.7g	0.0
775	8.7g	0.0
778	8.7g	92.9
780	8.7g	0.0
782	8.7g	0.0
784	8.7g	0.0
786	8.7g	0.0
789	8.7g	0.0
791	8.7g	38.5
793	8.7g	0.0
795	8.7g	0.0
798	8.7g	0.0
800	8.7g	0.0
802	8.7g	76.9
805	8.7g	0.0
807	8.7g	93.3
809	8.7g	100.0
811	8.1g	1046
813	14.5g	1008
816	14.5g	892.9
818	14.5g	0.0
820	14.5g	0.0
822	14.5g	1015
824	14.5g	92.9
827	14.5g	957.1
829	14.5g	100.0
831	14.5g	1036
833	14.5g	953.8
836	14.5g	969.2
838	14.5g	0.0
840	14.5g	0.0
842	14.5g	1008
845	14.5g	107.7
847	14.5g	1031
849	14.5g	46.2
851	14.5g	908.3
854	14.5g	1033
856	14.5g	7.7
858	14.5g	1015
860	14.5g	200.0
863	14.5g	1058
865	14.5g	100.0
867	14.5g	0.0
869	14.5g	1015
872	14.5g	953.8
874	14.5g	661.5
876	14.5g	1000
878	14.5g	100.0
881	14.5g	0.0
883	14.5g	0.0
885	14.5g	953.8
887	14.5g	933.3
890	14.5g	0.0
892	14.5g	330.8
894	14.5g	246.2
897	14.5g	0.0
899	14.5g	0.0
901	14.5g	46.2
903	14.5g	1023
906	14.5g	0.0
908	14.5g	707.7
910	14.5g	828.6
912	14.5g	0.0
915	14.5g	1046
917	14.5g	1067
919	14.5g	7.7
922	14.5g	0.0
924	14.5g	1023
926	14.5g	984.6
928	14.5g	7.7
931	14.5g	7.7
933	14.5g	0.0
935	14.5g	1000
937	14.5g	984.6
940	14.5g	1000
942	14.5g	7.7
944	14.5g	1000
946	14.5g	100.0
949	14.5g	0.0
951	14.5g	0.0
953	14.5g	7.7
955	14.5g	914.3
958	14.5g	0.0
960	14.5g	0.0
962	14.5g	0.0
965	14.5g	992.3
967	14.5g	100.0
969	14.5g	7.7
971	14.5g	0.0
974	14.5g	0.0
976	14.5g	984.6
978	14.5g	100.0
980	14.5g	0.0
983	14.5g	0.0
985	14.5g	0.0
987	14.5g	0.0
989	14.5g	1058
992	14.5g	1075
994	14.5g	0.0
996	14.5g	7.7
998	14.5g	0.0
1001	14.5g	969.2
1004	14.5g	7.7
1006	14.5g	0.0
1009	14.5g	0.0
1011	14.5g	7.7
1013	14.5g	0.0
1015	14.5g	1067
1018	14.5g	7.7
1020	14.5g	0.0
1022	14.5g	0.0
1024	14.5g	0.0
1027	14.5g	0.0
1029	14.5g	1008
1031	14.5g	100.0
1033	14.5g	0.0
1036	14.5g	15.4
1038	14.5g	0.0
1040	14.5g	0.0
1042	14.5g	1083
1045	14.5g	1000
1047	14.5g	0.0
1049	14.5g	7.7
1052	14.5g	0.0
1054	14.5g	0.0
1056	14.5g	946.2
1058	14.5g	7.7
1061	14.5g	7.7
1063	14.5g	7.7
1065	14.5g	0.0
1067	14.5g	976.9
1069	14.5g	0.0
1072	14.5g	0.0
1074	14.5g	7.7
1076	14.5g	8.3
1078	14.5g	1017
1081	14.5g	0.0
1083	14.5g	0.0
1085	14.5g	953.8
1087	14.5g	0.0
1090	14.5g	0.0
1092	14.5g	1058
1094	14.5g	984.6
1096	14.5g	1000
1098	14.5g	291.7
1100	14.5g	1123
1103	14.5g	1050
1105	14.5g	1067
1107	14.5g	984.6
1109	14.5g	153.8
1111	14.5g	0.0
1114	14.5g	0.0
1116	14.5g	0.0
1118	14.5g	1062
1120	14.5g	950.0
1123	14.5g	0.0
1125	14.5g	7.7
1127	14.5g	0.0
1129	14.5g	0.0
1132	14.5g	1058
1134	14.5g	0.0
1136	14.5g	0.0
1138	14.5g	0.0
1141	14.5g	0.0
1143	14.5g	0.0
1145	14.5g	0.0
1147	14.5g	415.4
1150	14.5g	1015
1152	14.5g	0.0
1154	14.5g	0.0
1157	14.5g	0.0
1159	14.5g	1008
1161	14.5g	100.0
1164	14.5g	0.0
1166	14.5g	0.0
1169	14.5g	225.0
1171	14.5g	215.4
1173	14.5g	1023
1175	14.5g	100.0
1177	14.5g	950.0
1180	14.5g	7.7
1182	14.5g	0.0
1184	14.5g	7.7
1186	14.5g	7.7
1189	14.5g	0.0
1191	14.5g	1015
1193	14.5g	69.2
1195	14.5g	1023
1197	14.5g	108.3
1200	14.5g	338.5
1202	14.5g	992.3
1204	14.5g	100.0
1206	14.5g	207.1
1208	14.5g	8.3
1211	14.5g	0.0
1213	14.5g	7.7
1215	14.5g	992.3
1217	14.5g	0.0
1220	14.5g	7.7
1222	14.5g	0.0
1224	14.5g	0.0
1227	14.5g	1000
1229	14.5g	100.0
1231	14.5g	0.0
1233	14.5g	0.0
1236	14.5g	0.0
1238	14.5g	0.0
1240	14.5g	942.9
1242	14.5g	0.0
1245	14.5g	0.0
1247	14.5g	7.7
1249	14.5g	0.0
1251	14.5g	1015
1254	14.5g	0.0
1256	14.5g	0.0
1258	14.5g	0.0
1260	14.5g	1008
1263	14.5g	38.5
1265	14.5g	1023
1267	14.5g	992.3
1269	14.5g	123.1
1272	14.5g	0.0
1274	14.5g	7.7
1276	14.5g	0.0
1278	14.5g	53.8
1281	14.5g	984.6
1283	14.5g	7.7
1285	14.5g	0.0
1288	14.5g	0.0
1290	14.5g	1046
1292	14.5g	23.1
1294	14.5g	1008
1296	14.5g	976.9
1298	14.5g	100.0
1301	14.5g	392.3
1303	14.5g	0.0
1305	14.5g	0.0
1308	14.5g	0.0
1310	14.5g	0.0
1312	14.5g	1015
1314	14.5g	108.3
1316	14.5g	0.0
1319	14.5g	0.0
1321	14.5g	7.7
1323	14.5g	7.7
1326	14.5g	0.0
1328	14.5g	976.9
1330	14.5g	100.0
1332	14.5g	23.1
1335	14.5g	0.0
1337	14.5g	7.7
1339	14.5g	553.8
1341	14.5g	0.0
1344	14.5g	0.0
1346	14.5g	0.0
1348	14.5g	0.0
1350	14.5g	553.8
1353	14.5g	1023
1355	14.5g	992.3
1357	14.5g	100.0
1359	14.5g	430.8
1361	14.5g	1054
1363	14.5g	1015
1365	14.5g	861.5
1368	14.5g	1046
1370	14.5g	0.0
1372	14.5g	7.7
1374	14.5g	0.0
1377	14.5g	0.0
1379	14.5g	0.0
1381	14.5g	0.0
1383	14.5g	7.7
1386	14.5g	0.0
1388	14.5g	0.0
1390	14.5g	0.0
1393	14.5g	1031
1395	14.5g	430.8
1397	14.5g	7.7
1400	14.5g	8.3
1402	14.5g	0.0
1404	14.5g	7.7
1407	14.5g	0.0
1409	14.5g	0.0
1411	14.5g	0.0
1413	14.5g	1015
1416	14.5g	7.7
1418	14.5g	0.0
1420	14.5g	0.0
1422	14.5g	1058
1424	14.5g	1050
1427	14.5g	984.6
1429	14.5g	1083
1431	14.5g	100.0
1433	14.5g	0.0
1435	14.5g	7.7
1438	14.5g	0.0
1440	14.5g	0.0
1442	14.5g	0.0
1444	14.5g	1031
1447	14.5g	253.8
1449	14.5g	23.1
1451	14.5g	469.2
1453	14.5g	992.3
1455	14.5g	992.3
1458	14.5g	369.2
1460	14.5g	1075
1462	14.5g	1008
1464	14.5g	38.5
1467	14.5g	0.0
1469	14.5g	7.7
1471	14.5g	7.1
1473	14.5g	7.1
1476	14.5g	0.0
1478	14.5g	0.0
1480	14.5g	0.0
1482	14.5g	0.0
1485	14.5g	0.0
1487	14.5g	0.0
1489	14.5g	0.0
1491	14.5g	1008
1494	14.5g	7.1
1496	14.5g	0.0
1498	14.5g	7.7
1500	14.5g	0.0
1503	14.5g	7.7
1505	14.5g	0.0
1507	14.5g	0.0
1509	14.5g	976.9
1512	14.5g	1015
1514	14.5g	266.7
1516	14.5g	1031
1518	14.5g	1046
1520	14.5g	1000
1522	14.5g	107.7
1524	14.5g	776.9
1527	14.5g	1031
1529	14.5g	984.6
1531	14.5g	100.0
1534	14.5g	0.0
1536	14.5g	0.0
1539	14.5g	0.0
1541	14.5g	0.0
1543	14.5g	7.7
1545	14.5g	0.0
1548	14.5g	7.7
1550	14.5g	0.0
1552	14.5g	0.0
1554	14.5g	7.7
1557	14.5g	0.0
1559	14.5g	0.0
1561	14.5g	907.7
1563	14.5g	92.3
1566	14.5g	0.0
1569	14.5g	0.0
1571	14.5g	7.7
1573	14.5g	0.0
1575	14.5g	15.4
1578	14.5g	0.0
1580	14.5g	1031
1582	14.5g	100.0
1584	14.5g	753.8
1586	14.5g	1083
1588	14.5g	838.5
1590	14.5g	92.3
1592	14.5g	984.6
1595	14.5g	0.0
1597	14.5g	7.1
1599	14.5g	0.0
1601	14.5g	0.0
1604	14.5g	7.7
1606	14.5g	0.0
1608	14.5g	0.0
1611	14.5g	7.7
1613	14.5g	161.5
1615	14.5g	0.0
1617	14.5g	0.0
1620	14.5g	15.4
1622	14.5g	0.0
1624	14.5g	7.7
1626	14.5g	0.0
1629	14.5g	1023
1631	14.5g	100.0
1633	14.5g	0.0
1635	14.5g	15.4
1637	14.5g	1023
1640	14.5g	21.4
1642	14.5g	992.3
1644	14.5g	1046
1646	14.5g	669.2
1648	14.5g	184.6
1650	14.5g	985.7
1652	14.5g	369.2
1655	14.5g	885.7
1657	14.5g	1031
1659	14.5g	992.3
1661	14.5g	100.0
1663	14.5g	7.7
1665	14.5g	0.0
1668	14.5g	415.4
1670	14.5g	0.0
1672	14.5g	0.0
1674	14.5g	7.7
1677	14.5g	0.0
1679	14.5g	0.0
1681	14.5g	7.7
1683	14.5g	0.0
1686	14.5g	0.0
1688	14.5g	0.0
1690	14.5g	0.0
1693	14.5g	0.0
1695	14.5g	0.0
1697	14.5g	0.0
1699	14.5g	907.7
1702	14.5g	100.0
1704	14.5g	7.7
1706	14.5g	0.0
1708	14.5g	0.0
1711	14.5g	0.0
1713	14.5g	0.0
1715	14.5g	0.0
1718	14.5g	0.0
1720	14.5g	1015
1722	14.5g	983.3
1724	14.5g	223.1
1726	14.5g	423.1
1728	14.5g	1117
1731	14.5g	0.0
1733	14.5g	7.7
1736	14.5g	0.0
1738	14.5g	0.0
1740	14.5g	0.0
1742	14.5g	0.0
1745	14.5g	992.9
1747	14.5g	0.0
1749	14.5g	7.7
1752	14.5g	0.0
1754	14.5g	15.4
1756	14.5g	1008
1758	14.5g	1015
1760	14.5g	64.3
1762	14.5g	7.7
1765	14.5g	0.0
1767	14.5g	7.7
1769	14.5g	0.0
1772	14.5g	7.1
1774	14.5g	992.3
1776	14.5g	0.0
1778	14.5g	7.7
1781	14.5g	15.4
1783	14.5g	961.5
1785	14.5g	1054
1787	14.5g	100.0
1789	14.5g	1000
1791	14.5g	815.4
1794	14.5g	7.7
1796	14.5g	0.0
1798	14.5g	0.0
1800	14.5g	7.7
1803	14.5g	7.1
1805	14.5g	0.0
1807	14.5g	0.0
1809	14.5g	7.7
1812	14.5g	0.0
1814	14.5g	53.8
1816	14.5g	392.3
1818	14.5g	1023
1820	14.5g	15.4
1823	14.5g	353.8
1825	14.5g	0.0
1827	14.5g	7.7
1829	14.5g	0.0
1832	14.5g	0.0
1834	14.5g	976.9
1836	14.5g	0.0
1839	14.5g	0.0
1841	14.5g	14.3
1843	14.5g	800.0
1845	14.5g	976.9
1847	14.5g	25.0
1849	14.5g	1000
1852	14.5g	107.7
1854	14.5g	107.1
1856	14.5g	0.0
1858	14.5g	7.7
1860	14.5g	0.0
1863	14.5g	0.0
1865	14.5g	453.8
1867	14.5g	0.0
1870	14.5g	0.0
1872	14.5g	0.0
1874	14.5g	0.0
1877	14.5g	0.0
1879	14.5g	0.0
1881	14.5g	0.0
1883	14.5g	0.0
1886	14.5g	0.0
1888	14.5g	1042
1890	14.4g	7.7
1892	14.4g	0.0
1895	14.4g	0.0
1897	14.4g	7.7
1899	14.4g	0.0
1901	14.4g	523.1
1903	14.4g	515.4
1906	14.4g	515.4
1908	14.4g	776.9
1910	14.4g	507.7
1912	14.5g	507.7
1914	14.5g	475.0
1916	14.5g	485.7
1918	14.5g	515.4
1920	14.5g	507.7
1923	14.5g	550.0
1925	14.5g	100.0
1927	14.5g	0.0
1929	14.5g	0.0
1932	14.5g	7.7
1934	14.5g	0.0
1936	14.5g	0.0
1938	14.5g	7.7
1941	14.5g	0.0
1943	14.5g	0.0
1945	14.5g	0.0
1947	14.5g	0.0
1950	14.5g	7.7
1952	14.5g	550.0
1954	14.5g	107.7
1957	14.5g	0.0
1959	14.5g	0.0
1961	14.5g	0.0
1964	14.5g	0.0
1966	14.5g	523.1
1968	14.5g	1000
1970	14.5g	1031
1972	14.5g	428.6
1974	14.5g	507.7
1976	14.5g	485.7
1978	14.5g	546.2
1981	14.5g	614.3
1983	14.5g	992.3
1985	14.5g	1000
1987	14.5g	492.3
1989	14.5g	523.1
1991	14.5g	492.3
1994	14.5g	100.0
1996	14.5g	0.0
1998	14.5g	0.0
2000	14.5g	7.7
2003	14.5g	0.0
2005	14.5g	7.7
2007	14.5g	0.0
2009	14.5g	0.0
2012	14.5g	0.0
2014	14.5g	0.0
2017	14.5g	0.0
2019	14.5g	7.7
2021	14.5g	0.0
2023	14.5g	0.0
2026	14.5g	523.1
2028	14.5g	300.0
2030	14.5g	0.0
2032	14.5g	7.7
2035	14.5g	0.0
2037	14.5g	0.0
2039	14.5g	0.0
2041	14.5g	7.7
2044	14.5g	15.4
2046	14.5g	261.5
2048	14.5g	507.7
2050	14.5g	515.4
2052	14.5g	515.4
2054	14.5g	675.0
2056	14.5g	1036
2059	14.5g	500.0
2061	14.5g	7.7
2063	14.5g	500.0
2065	14.5g	492.3
2068	14.5g	0.0
2070	14.5g	7.7
2072	14.5g	7.7
2074	14.5g	7.7
2077	14.5g	7.7
2079	14.5g	0.0
2081	14.5g	161.5
2083	14.5g	492.3
2086	14.5g	523.1
2088	14.5g	823.1
2090	14.5g	123.1
2092	14.5g	7.1
2094	14.5g	7.1
2097	14.5g	0.0
2099	14.5g	7.7
2101	14.5g	0.0
2103	14.5g	0.0
2106	14.5g	0.0
2108	14.5g	515.4
2110	14.5g	15.4
2112	14.5g	500.0
2114	14.5g	469.2
2116	14.5g	661.5
2119	14.5g	500.0
2121	14.5g	507.1
2123	14.5g	0.0
2125	14.5g	0.0
2127	14.5g	7.7
2130	14.5g	485.7
2132	14.5g	346.2
2134	14.5g	7.7
2137	14.5g	15.4
2139	14.5g	0.0
2141	14.5g	15.4
2143	14.5g	546.2
2146	14.5g	500.0
2148	14.5g	938.5
2150	14.5g	992.3
2152	14.5g	1023
2154	14.5g	100.0
2157	14.5g	7.7
2159	14.5g	0.0
2161	14.5g	7.7
2163	14.5g	7.1
2166	14.5g	7.7
2168	14.5g	0.0
2170	14.5g	0.0
2172	14.5g	0.0
2175	14.5g	500.0
2177	14.5g	916.7
2179	14.5g	1042
2181	14.5g	523.1
2183	14.5g	584.6
2185	14.5g	7.7
2188	14.5g	0.0
2190	14.5g	0.0
2193	14.5g	471.4
2195	14.5g	0.0
2197	14.5g	0.0
2200	14.5g	0.0
2202	14.5g	7.7
2204	14.5g	0.0
2206	14.5g	0.0
2209	14.5g	7.7
2211	14.5g	523.1
2213	14.5g	176.9
2215	14.5g	492.3
2217	14.5g	900.0
2219	14.5g	400.0
2222	14.5g	100.0
2224	14.5g	0.0
2226	14.5g	0.0
