Time	RSS	CPU
2271	7.4g	650.0
2273	7.4g	669.2
2275	7.4g	553.8
2277	7.4g	600.0
2279	7.4g	541.7
2281	7.4g	827.3
2283	7.4g	653.8
2285	7.4g	681.8
2287	7.4g	746.2
2290	7.4g	676.9
2292	7.4g	623.1
2294	7.4g	816.7
2296	7.4g	776.9
2298	7.4g	733.3
2300	7.4g	753.8
2302	7.4g	600.0
2304	7.4g	700.0
2306	7.4g	558.3
2309	7.4g	776.9
2311	7.4g	753.8
2313	7.4g	618.2
2315	7.4g	808.3
2317	7.4g	615.4
2319	7.4g	791.7
2321	7.4g	523.1
2323	7.4g	730.8
2325	7.4g	746.2
2327	7.4g	716.7
2330	7.4g	758.3
2332	7.4g	623.1
2334	7.4g	761.5
2336	7.4g	550.0
2338	7.4g	723.1
2340	7.4g	515.4
2342	7.4g	784.6
2344	7.4g	569.2
2346	7.4g	692.3
2348	7.4g	638.5
2351	7.4g	800.0
2353	7.4g	592.3
2355	7.4g	707.7
2357	7.4g	569.2
2359	7.4g	800.0
2361	7.4g	600.0
2363	7.4g	850.0
2365	7.4g	666.7
2367	7.4g	715.4
2369	7.4g	716.7
2372	7.4g	623.1
2374	7.4g	791.7
2376	7.4g	500.0
2378	7.4g	630.8
2380	7.4g	769.2
2382	7.4g	533.3
2384	7.4g	527.3
2386	7.4g	508.3
2388	7.4g	500.0
2390	7.4g	583.3
2392	7.4g	650.0
2395	7.4g	630.8
2397	7.4g	700.0
2399	7.4g	569.2
2401	7.4g	776.9
2403	7.4g	716.7
2405	7.4g	600.0
2407	7.4g	800.0
2409	7.4g	523.1
2411	7.4g	808.3
2413	7.4g	608.3
2415	7.4g	666.7
2417	7.4g	691.7
2420	7.4g	608.3
2422	7.4g	609.1
2424	7.4g	558.3
2426	7.4g	669.2
2428	7.4g	692.3
2430	7.4g	800.0
2432	7.4g	609.1
2434	7.4g	741.7
2436	7.4g	500.0
2438	7.4g	746.2
2441	7.4g	784.6
2443	7.4g	681.8
2445	7.4g	576.9
2447	7.4g	523.1
2449	7.4g	500.0
2451	7.4g	500.0
2453	7.4g	508.3
2455	7.4g	507.7
2457	7.4g	700.0
2459	7.4g	569.2
2461	7.4g	692.3
2464	7.4g	741.7
2466	7.4g	650.0
2468	7.4g	715.4
2470	7.4g	658.3
2472	7.4g	733.3
2474	7.4g	616.7
2476	7.4g	766.7
2478	7.4g	775.0
2480	7.4g	753.8
2482	7.4g	592.3
2485	7.4g	715.4
2487	7.4g	733.3
2489	7.4g	776.9
2491	7.4g	575.0
2493	7.4g	666.7
2495	7.4g	661.5
2497	7.4g	769.2
2499	7.4g	550.0
2501	7.4g	708.3
2503	7.4g	591.7
2506	7.4g	723.1
2508	7.4g	1238
2510	7.4g	2092
2512	7.4g	1525
2514	7.4g	800.0
2516	7.4g	741.7
2518	7.4g	607.7
2520	7.4g	600.0
2522	7.4g	583.3
2524	7.4g	625.0
2526	7.4g	761.5
2528	7.4g	653.8
2530	7.4g	816.7
2533	7.4g	507.7
2535	7.4g	750.0
2537	7.4g	484.6
2539	7.4g	691.7
2541	7.4g	592.3
2543	7.4g	507.7
2545	7.4g	761.5
2547	7.4g	783.3
2549	7.4g	783.3
2551	7.4g	1100
2553	7.4g	800.0
2555	7.4g	776.9
2558	7.4g	1315
2560	7.4g	715.4
2562	7.4g	523.1
2564	7.4g	976.9
2566	7.4g	1233
2568	7.4g	1292
