Time	RSS	CPU
1616	3.1g	1200
1618	3.1g	1185
1620	3.1g	1200
1622	3.1g	1200
1624	3.1g	1200
1626	3.1g	1136
1629	3.1g	1177
1631	3.1g	1200
1633	3.1g	1200
1635	3.1g	1146
1637	3.1g	1136
1639	3.1g	1200
1641	3.1g	1200
1643	3.1g	1185
1646	3.1g	1200
1648	3.1g	1200
1650	3.1g	1200
1652	3.1g	1100
1654	3.1g	1200
1656	3.1g	1100
1658	3.1g	1200
1660	3.1g	1200
1663	3.1g	1200
1665	3.1g	1138
1667	3.1g	1200
1669	3.1g	1146
1671	3.1g	1200
1673	3.1g	1185
1675	3.1g	1200
1677	3.1g	1146
1680	3.1g	1185
1682	3.1g	1200
1684	3.1g	1177
1686	3.1g	1200
1688	3.1g	1185
1690	3.1g	1185
1692	3.1g	1200
1694	3.1g	1200
1697	3.1g	1200
1699	3.1g	1200
1701	3.1g	1138
1703	3.1g	1192
1705	3.1g	1200
1707	3.1g	1200
1709	3.1g	1200
1711	3.1g	1200
1714	3.1g	1185
1716	3.1g	1200
1718	3.1g	1200
1720	3.1g	1200
1722	3.1g	1185
1724	3.1g	1200
1726	3.1g	1200
1728	3.1g	1200
1731	3.1g	1200
1733	3.1g	1200
1735	3.1g	1177
1737	3.1g	1200
1739	3.1g	1200
1741	3.1g	1200
1743	3.1g	1200
1746	3.1g	1200
1748	3.1g	1171
1750	3.1g	1200
1752	3.1g	1200
1754	3.1g	1200
1756	3.1g	1136
1758	3.1g	1200
1760	3.1g	1200
1763	3.1g	1200
1765	3.1g	1200
1767	3.1g	1185
1769	3.1g	1200
1771	3.1g	1136
1773	3.1g	1200
1775	3.1g	1177
1777	3.1g	1146
1780	3.1g	1164
1782	3.1g	1185
1784	3.1g	1200
1786	3.1g	1146
1788	3.1g	1121
1790	3.1g	1146
1792	3.1g	1200
1795	3.1g	1185
1797	3.1g	1185
1799	3.1g	1150
1801	3.1g	1200
1803	3.1g	1200
1805	3.1g	1129
1807	3.1g	1200
1809	3.1g	1185
1812	3.1g	1138
1814	3.1g	1185
1816	3.1g	1200
1818	3.1g	1200
1820	3.1g	1177
1822	3.1g	1200
1824	3.1g	1138
1826	3.1g	1177
1829	3.1g	1177
1831	3.1g	1200
1833	3.1g	1200
1835	3.1g	1146
1837	3.1g	1200
1839	3.1g	1185
1841	3.1g	1138
1843	3.1g	1200
1845	3.1g	1200
1848	3.1g	1200
1850	3.1g	1200
1852	3.1g	1200
1854	3.1g	1129
1856	3.1g	1185
1858	3.1g	1200
1860	3.1g	1200
1862	3.1g	1185
1864	3.1g	1200
1867	3.1g	1200
1869	3.1g	1177
1871	3.1g	1200
1873	3.1g	1200
1875	3.1g	1200
1877	3.1g	1136
1879	3.1g	1200
1881	3.1g	1138
1883	3.1g	1146
1886	3.1g	1200
1888	3.1g	1200
1890	3.1g	1146
1892	3.1g	1200
1894	3.1g	1200
1896	3.1g	1093
1898	3.1g	1200
1900	3.1g	1200
1903	3.1g	1164
1905	3.1g	1200
1907	3.1g	1192
1909	3.1g	1185
1911	3.1g	1200
1913	3.1g	1200
1915	3.1g	1185
1917	3.1g	1185
1920	3.1g	1200
1922	3.1g	1136
1924	3.1g	1185
1926	3.1g	1146
1928	3.1g	1200
1930	3.1g	1185
1932	3.1g	1146
1934	3.1g	1146
1936	3.1g	1093
1939	3.1g	1200
1941	3.1g	1200
1943	3.1g	1146
1945	3.1g	1200
1947	3.1g	1200
1949	3.1g	1146
1951	3.1g	1185
1953	3.1g	1200
1956	3.1g	1200
1958	3.1g	1177
1960	3.1g	1200
1962	3.1g	1200
1964	3.1g	1185
1966	3.1g	1146
1968	3.1g	1138
1970	3.1g	1200
1973	3.1g	1200
1975	3.1g	1200
1977	3.1g	1185
1979	3.1g	1200
1981	3.1g	1200
1983	3.1g	1185
1985	3.1g	1177
1987	3.1g	1200
1990	3.1g	1185
1992	3.1g	1200
1994	3.1g	1185
1996	3.1g	1171
1998	3.1g	1200
2000	3.1g	1146
2002	3.1g	1200
2004	3.1g	1200
2006	3.1g	1200
2009	3.1g	1200
2011	3.1g	1200
2013	3.1g	1200
2015	3.1g	1200
2017	3.1g	1185
2019	3.1g	1200
2021	3.1g	1200
2024	3.1g	1200
2026	3.1g	1185
2028	3.1g	1177
2030	3.1g	1200
2032	3.1g	1177
2034	3.1g	1200
2036	3.1g	1164
2038	3.1g	1200
2041	3.1g	1200
2043	3.1g	1200
2045	3.1g	1200
2047	3.1g	1146
2049	3.1g	1200
2051	3.1g	1200
2053	3.1g	1185
2055	3.1g	1200
2058	3.1g	1177
2060	3.1g	1200
2062	3.1g	1177
2064	3.1g	1185
2066	3.1g	1200
2068	3.1g	1200
2070	3.1g	1200
2072	3.1g	1200
2075	3.1g	1200
2077	3.1g	1200
2079	3.1g	1136
2081	3.1g	1185
2083	3.1g	1200
2085	3.1g	1136
2087	3.1g	1185
2089	3.1g	1200
2092	3.1g	1177
2094	3.1g	1185
2096	3.1g	1200
2098	3.1g	1200
2100	3.1g	1200
2102	3.1g	1138
2104	3.1g	1200
2107	3.1g	1154
2109	3.1g	1123
2111	3.1g	1200
2113	3.1g	1200
2115	3.1g	1200
2117	3.1g	1200
2119	3.1g	1185
2121	3.1g	1200
2124	3.1g	1138
2126	3.1g	1136
2128	3.1g	1185
2130	3.1g	1200
2132	3.1g	1121
2134	3.1g	1200
2136	3.1g	1146
2138	3.1g	1146
2141	3.1g	1146
2143	3.1g	1200
2145	3.1g	1185
2147	3.1g	1200
2149	3.1g	1146
2151	3.1g	1200
2153	3.1g	1200
2155	3.1g	1200
2158	3.1g	1129
2160	3.1g	1164
2162	3.1g	1185
2164	3.1g	1200
2166	3.1g	1200
2168	3.1g	1146
2170	3.1g	1177
2172	3.2g	1146
2175	3.2g	1133
2177	3.1g	1131
2179	3.1g	1200
2181	3.1g	1200
2183	3.1g	1200
2185	3.1g	1200
2187	3.1g	1192
2189	3.2g	1177
2192	3.1g	1200
2194	3.2g	1185
2196	3.2g	1200
2198	3.2g	1200
2200	3.1g	1185
2202	3.1g	1200
2204	3.2g	1177
2206	3.2g	1200
2208	3.2g	1200
2211	3.1g	1200
2213	3.1g	1200
2215	3.1g	1200
2217	3.1g	1200
2219	3.1g	1146
2221	3.2g	1200
2223	3.2g	1200
2225	3.2g	1185
2228	3.2g	1177
2230	3.2g	1200
2232	3.2g	1200
2234	3.2g	1185
2236	3.2g	1138
2238	3.2g	1200
2240	3.2g	1146
2242	3.2g	1200
2244	3.2g	1200
2247	3.2g	1177
2249	3.2g	1200
2251	3.2g	1200
2253	3.2g	1169
2255	3.2g	1185
2257	3.2g	1200
2259	3.2g	1200
2261	3.2g	1146
2264	3.2g	1200
2266	3.2g	1200
2268	3.2g	1200
2270	3.2g	1200
2272	3.2g	1200
2274	3.2g	1200
2276	3.2g	1136
2279	3.2g	1146
2281	3.2g	1200
2283	3.2g	1146
2285	3.2g	1200
2287	3.2g	1200
2289	3.2g	1200
2291	3.2g	1200
2293	3.2g	1146
2296	3.2g	1185
2298	3.2g	1200
2300	3.2g	1200
2302	3.2g	1146
2304	3.2g	1200
2306	3.2g	1138
2308	3.2g	1200
2310	3.2g	1200
2313	3.2g	1200
2315	3.2g	1200
2317	3.2g	1200
2319	3.2g	1177
2321	3.2g	1200
2323	3.2g	1200
2325	3.2g	1200
2327	3.2g	1146
2330	3.2g	1146
2332	3.2g	1200
2334	3.2g	1136
2336	3.2g	1200
2338	3.2g	1185
2340	3.2g	1200
2342	3.2g	1177
2345	3.2g	1200
2347	3.2g	1200
2349	3.2g	1200
2351	3.2g	1200
2353	3.2g	1129
2355	3.2g	1146
2357	3.2g	1200
2359	3.2g	1185
2362	3.2g	1123
2364	3.2g	1169
2366	3.2g	1138
2368	3.2g	1200
2370	3.2g	1146
2372	3.2g	1185
2374	3.2g	1200
2376	3.2g	1200
2379	3.2g	1200
2381	3.2g	1200
2383	3.2g	1185
2385	3.2g	1146
2387	3.2g	1192
2389	3.2g	1131
2391	3.2g	1200
2394	3.2g	1146
2396	3.2g	1200
2398	3.2g	1200
2400	3.2g	1129
2402	3.2g	1200
2404	3.2g	1177
2406	3.2g	1200
2408	3.2g	1138
2411	3.2g	1200
2413	3.2g	1146
2415	3.2g	1200
2417	3.2g	1200
2419	3.2g	1200
2421	3.2g	1200
2423	3.2g	1200
2426	3.2g	1164
2428	3.2g	1185
2430	3.2g	1200
2432	3.2g	1200
2434	3.2g	1200
2436	3.2g	1200
2438	3.2g	1192
2441	3.2g	1200
2443	3.2g	1146
2445	3.2g	1200
2447	3.2g	1200
2449	3.2g	1185
2451	3.2g	1200
2453	3.2g	1200
2455	3.2g	1200
2458	3.2g	1200
2460	3.2g	1093
2462	3.2g	1200
2464	3.2g	1200
2466	3.2g	1200
2468	3.2g	1200
2470	3.2g	1185
2473	3.2g	1200
2475	3.2g	1200
2477	3.2g	1200
2479	3.2g	100.0
2481	3.3g	100.0
